country,pathogen,pathogen_label,pathogen_column,month_start,count,spec_processed_nb
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1996-12-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-01-01,7.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-02-01,5.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-03-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-04-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-05-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-06-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-07-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-08-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-09-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-10-01,3.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-11-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1997-12-01,2.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-01-01,9.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-02-01,7.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-03-01,50.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-04-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-05-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-06-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-07-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-08-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-09-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-10-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-11-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1998-12-01,8.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-01-01,24.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-02-01,36.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-03-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-04-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-05-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-06-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-07-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-08-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-09-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-10-01,7.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-11-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,1999-12-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,2000-01-01,50.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,2000-02-01,32.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,2000-03-01,0.0,0.0
Russian Federation,InfluenzaA,InfluenzaA,INF_A,2000-04-01,0.0,0.0
